dataset,p_q,algorithm,purity,num_clusters,k
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,5
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,10
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,11
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,12
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,13
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,14
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,15
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,16
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,17
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,18
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,19
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,20
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,50
./synthetic_graphs/ten_graphs/size_50\30_5.txt,30_5,girvan-newman,0.118,10,100
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,1
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,2
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\30_point1.txt,30_point1,girvan-newman,1.0,10,100
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,0.118,10,2
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,0.9,10,3
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\30_point5.txt,30_point5,girvan-newman,1.0,10,100
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,0.118,10,2
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,0.8,10,3
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\40_1.txt,40_1,girvan-newman,1.0,10,100
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,2
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,3
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,4
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,5
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,10
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,11
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,12
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,13
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,14
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,15
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,16
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,17
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,18
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,19
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,20
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,50
./synthetic_graphs/ten_graphs/size_50\40_5.txt,40_5,girvan-newman,0.118,10,100
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,1
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,2
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\40_point1.txt,40_point1,girvan-newman,1.0,10,100
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,2
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\40_point5.txt,40_point5,girvan-newman,1.0,10,100
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,0.206,10,2
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\50_1.txt,50_1,girvan-newman,0.8,10,100
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,2
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,3
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,4
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,5
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,10
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,11
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,12
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,13
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,14
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,15
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,16
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,17
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,18
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,19
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,20
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,50
./synthetic_graphs/ten_graphs/size_50\50_5.txt,50_5,girvan-newman,0.118,10,100
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,1
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,2
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\50_point1.txt,50_point1,girvan-newman,1.0,10,100
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,2
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\50_point5.txt,50_point5,girvan-newman,1.0,10,100
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,0.9,10,2
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,18
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,19
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,20
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,1.0,10,50
./synthetic_graphs/ten_graphs/size_50\60_1.txt,60_1,girvan-newman,0.7,10,100
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,2
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,3
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,4
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,5
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,10
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,11
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,12
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,13
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,14
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,15
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,16
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,17
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,18
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,19
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,20
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,50
./synthetic_graphs/ten_graphs/size_50\60_10.txt,60_10,girvan-newman,0.118,10,100
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,0.5
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,1
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,2
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,3
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,4
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,5
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,10
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,11
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,12
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,13
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,14
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,15
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,16
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,17
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,18
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,19
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,20
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,50
./synthetic_graphs/ten_graphs/size_50\60_5.txt,60_5,girvan-newman,0.118,10,100
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,0.118,10,0.1
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,0.206,10,0.5
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,1
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,2
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,3
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,4
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,5
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,10
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,11
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,12
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,13
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,14
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,15
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,16
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,17
./synthetic_graphs/ten_graphs/size_50\60_point1.txt,60_point1,girvan-newman,1.0,10,18
